Mloc,Mvg,Mevg,Mivg,Hn,Hvol,Hpgmlen,Hdiff,Hintell,Heffort,Hb,Htime,Hloc,Hcomm,Hblank,loc+comm,uniOp,uniOpnd,totOp,totOpnd,brnchcnt,defect,predict:vg>10,predict:evg>14.5,predict:ivg>9.2,predict:loc>50
12,2,1,1,100,517,0.07,15.21,33.99,7864,0.17,437,8,14,8,0,17,19,66,34,3,FALSE,no,no,no,no
5,1,1,1,6,15.5,0.5,2,7.75,31,0.01,2,1,7,1,0,4,2,4,2,1,FALSE,no,no,no,no
44,6,1,4,380,2490.7,0.03,34.84,71.49,86774,0.83,4821,18,28,33,0,32,62,245,135,11,FALSE,no,no,no,no
31,5,1,5,141,734.5,0.06,16.56,44.36,12164,0.24,676,5,0,10,0,12,25,72,69,9,FALSE,no,no,no,no
22,6,1,3,94,503.6,0.05,19.95,25.24,10047,0.17,558,11,21,25,0,21,20,56,38,11,FALSE,no,no,no,no
20,4,1,4,122,666.1,0.07,14.44,46.13,9618,0.22,534,2,13,9,0,19,25,84,38,7,FALSE,no,no,no,no
27,6,3,5,140,801.9,0.07,14.9,53.81,11951,0.27,664,4,16,20,0,22,31,98,42,11,FALSE,no,no,no,no
6,1,1,1,28,121,0.2,5,24.2,605,0.04,34,3,3,3,0,10,10,18,10,1,FALSE,no,no,no,no
25,2,1,2,140,759.7,0.06,15.45,49.18,11736,0.25,652,2,4,10,0,14,29,76,64,3,FALSE,no,no,no,no
10,2,1,1,45,206.3,0.1,9.8,21.05,2022,0.07,112,5,4,6,0,14,10,31,14,3,FALSE,no,no,no,no
10,2,1,1,45,206.3,0.1,9.8,21.05,2022,0.07,112,5,4,6,0,14,10,31,14,3,FALSE,no,no,no,no
5,1,1,1,5,11.6,0.5,2,5.8,23,0,1,3,3,2,0,4,1,4,1,1,FALSE,no,no,no,no
14,3,1,2,56,266.3,0.12,8.62,30.91,2294,0.09,127,4,8,7,0,14,13,40,16,5,FALSE,no,no,no,no
20,4,1,4,97,526.4,0.09,11.12,47.35,5851,0.18,325,3,12,14,0,17,26,63,34,7,FALSE,no,no,no,no
28,7,5,5,142,809.5,0.07,14.56,55.58,11789,0.27,655,4,18,19,0,21,31,99,43,13,FALSE,no,no,no,no
3,1,1,1,11,34.9,0.29,3.5,9.96,122,0.01,7,0,3,7,0,7,2,9,2,1,FALSE,no,no,no,no
45,12,5,8,288,1810.2,0.04,26.32,68.78,47644,0.6,2647,21,29,36,0,28,50,194,94,23,FALSE,yes,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
7,2,1,2,25,102.2,0.16,6.19,16.52,632,0.03,35,0,2,2,0,9,8,14,11,3,FALSE,no,no,no,no
11,2,1,1,32,130.8,0.08,12,10.9,1570,0.04,87,2,2,3,0,12,5,22,10,3,FALSE,no,no,no,no
11,2,1,1,48,207.5,0.08,12,17.29,2489,0.07,138,2,2,3,0,12,8,32,16,3,FALSE,no,no,no,no
27,8,4,6,93,484.5,0.07,13.74,35.27,6655,0.16,370,14,22,9,0,18,19,64,29,15,FALSE,no,no,no,no
10,2,1,2,26,104,0.15,6.67,15.6,693,0.03,39,4,12,5,0,10,6,18,8,3,FALSE,no,no,no,no
9,2,1,1,27,110.4,0.12,8.25,13.38,910,0.04,51,3,3,1,0,11,6,18,9,3,FALSE,no,no,no,no
9,2,1,1,43,185.8,0.11,9.17,20.27,1704,0.06,95,3,3,1,0,11,9,28,15,3,FALSE,no,no,no,no
20,3,1,1,36,147.2,0.07,14.67,10.03,2158,0.05,120,0,0,5,0,11,6,20,16,5,FALSE,no,no,no,no
98,10,10,7,486,3428.9,0.04,27.25,125.84,93428,1.14,5190,6,57,49,0,32,101,314,172,19,FALSE,no,no,no,yes
172,25,15,24,750,5588.4,0.04,22.99,243.12,128458,1.86,7137,20,56,77,0,27,148,498,252,49,FALSE,yes,yes,yes,yes
6,1,1,1,50,216.1,0.18,5.65,38.22,1222,0.07,68,0,0,2,0,7,13,29,21,1,FALSE,no,no,no,no
43,4,1,4,267,1619.7,0.05,19.2,84.37,31094,0.54,1727,1,29,31,0,19,48,170,97,7,FALSE,no,no,no,no
36,2,1,2,171,916.1,0.04,24.18,37.89,22154,0.31,1231,11,31,34,0,19,22,115,56,3,FALSE,no,no,no,no
21,4,1,3,87,472.1,0.11,9.48,49.79,4476,0.16,249,11,5,14,0,16,27,55,32,7,FALSE,no,no,no,no
6,1,1,1,23,92,0.19,5.14,17.89,473,0.03,26,2,7,2,0,9,7,15,8,1,FALSE,no,no,no,no
5,1,1,1,14,51.8,0.22,4.5,11.51,233,0.02,13,2,0,1,0,9,4,10,4,1,FALSE,no,no,no,no
5,1,1,1,14,53.3,0.22,4.5,11.85,240,0.02,13,3,0,1,0,9,5,9,5,1,FALSE,no,no,no,no
8,1,1,1,39,162.6,0.12,8.13,20.02,1321,0.05,73,5,0,5,0,10,8,26,13,1,FALSE,no,no,no,no
6,1,1,1,35,143.1,0.15,6.75,21.19,966,0.05,54,6,0,4,0,9,8,23,12,1,FALSE,no,no,no,no
16,4,1,2,91,474.1,0.05,19.41,24.42,9202,0.16,511,1,1,5,0,20,17,58,33,7,FALSE,no,no,no,no
14,3,1,3,37,167.4,0.1,10.4,16.09,1741,0.06,97,0,7,4,0,13,10,21,16,5,FALSE,no,no,no,no
88,19,9,9,492,3289.8,0.02,48.79,67.42,160517,1.1,8918,6,51,39,0,33,70,285,207,37,FALSE,yes,no,no,yes
29,4,1,3,151,912.7,0.05,18.53,49.27,16908,0.3,939,7,6,18,0,26,40,94,57,6,FALSE,no,no,no,no
60,21,5,15,809,5767.6,0.01,73.1,78.9,421635,1.92,23424,16,37,49,0,44,96,490,319,41,FALSE,yes,no,yes,yes
52,10,3,6,342,2220.2,0.02,46.67,47.58,103610,0.74,5756,12,25,31,0,36,54,202,140,19,FALSE,no,no,no,yes
7,1,1,1,19,76,0.22,4.5,16.89,342,0.03,19,1,0,1,0,8,8,10,9,1,FALSE,no,no,no,no
8,1,1,1,34,147,0.2,5,29.39,735,0.05,41,2,5,7,0,8,12,19,15,1,FALSE,no,no,no,no
20,1,1,1,99,507.8,0.12,8.25,61.55,4189,0.17,233,3,4,6,0,11,24,63,36,1,FALSE,no,no,no,no
29,6,1,6,133,707.8,0.04,24,29.49,16988,0.24,944,7,3,5,0,20,20,85,48,8,FALSE,no,no,no,no
9,1,1,1,28,114.5,0.14,7.14,16.02,817,0.04,45,0,0,2,0,10,7,18,10,1,FALSE,no,no,no,no
15,4,4,2,55,264.4,0.08,12,22.03,3173,0.09,176,1,0,1,0,16,12,37,18,7,FALSE,no,no,no,no
14,2,1,1,51,239.7,0.11,9.5,25.23,2277,0.08,127,2,7,7,0,13,13,32,19,3,FALSE,no,no,no,no
22,3,1,1,47,215.5,0.12,8.03,26.81,1732,0.07,96,0,0,1,0,11,13,28,19,4,FALSE,no,no,no,no
63,15,4,3,262,1626.9,0.03,35.45,45.89,57671,0.54,3204,5,0,17,0,35,39,183,79,20,FALSE,yes,no,no,yes
9,2,1,1,40,178.4,0.14,7.22,24.7,1288,0.06,72,2,1,3,0,13,9,30,10,3,FALSE,no,no,no,no
9,2,1,1,39,173.9,0.14,7.22,24.08,1256,0.06,70,2,0,3,0,13,9,29,10,3,FALSE,no,no,no,no
17,4,1,2,68,340,0.07,13.6,25,4624,0.11,257,1,1,6,0,17,15,44,24,7,FALSE,no,no,no,no
9,3,3,1,19,70.3,0.21,4.8,14.65,337,0.02,19,0,0,0,0,8,5,13,6,5,FALSE,no,no,no,no
10,2,1,1,62,294.8,0.08,12.5,23.58,3685,0.1,205,4,0,4,0,15,12,42,20,3,FALSE,no,no,no,no
3,1,1,1,5,11.6,0.5,2,5.8,23,0,1,0,0,0,0,4,1,4,1,1,FALSE,no,no,no,no
9,5,5,1,31,124,0.16,6.43,19.29,797,0.04,44,0,0,0,0,9,7,21,10,9,FALSE,no,no,no,no
101,19,9,8,677,4887.4,0.02,64.68,75.56,316116,1.63,17562,44,76,84,0,49,100,413,264,37,FALSE,yes,no,no,yes
29,8,1,6,555,3695.3,0.02,48.05,76.91,177560,1.23,9864,28,6,17,0,31,70,338,217,15,FALSE,no,no,no,no
22,6,5,4,185,1092.8,0.03,29.45,37.1,32187,0.36,1788,3,8,16,0,27,33,113,72,11,FALSE,no,no,no,no
106,13,1,11,421,2739.8,0.04,27.04,101.31,74090,0.91,4116,0,14,51,0,20,71,229,192,25,FALSE,yes,no,yes,yes
21,3,1,3,86,454.5,0.09,11.25,40.4,5114,0.15,284,0,6,6,0,15,24,50,36,5,FALSE,no,no,no,no
10,2,1,2,37,162.5,0.14,7.27,22.35,1182,0.05,66,0,0,1,0,10,11,21,16,3,FALSE,no,no,no,no
17,3,1,3,137,719,0.04,24.29,29.6,17461,0.24,970,4,3,9,0,17,21,77,60,5,FALSE,no,no,no,no
13,3,1,3,71,337.6,0.08,13.2,25.58,4456,0.11,248,4,0,5,0,12,15,38,33,5,FALSE,no,no,no,no
4,1,1,1,5,11.6,0.67,1.5,7.74,17,0,1,0,3,1,0,3,2,3,2,1,FALSE,no,no,no,no
49,13,8,6,384,2312.6,0.02,55.62,41.58,128630,0.77,7146,0,22,15,0,28,37,237,147,25,FALSE,yes,no,no,no
49,13,8,6,384,2312.6,0.02,55.62,41.58,128630,0.77,7146,0,22,15,0,28,37,237,147,25,FALSE,yes,no,no,no
55,14,9,5,366,2272.7,0.02,49.74,45.69,113052,0.76,6281,1,23,23,0,31,43,228,138,27,FALSE,yes,no,no,yes
55,14,9,5,366,2272.7,0.02,49.74,45.69,113052,0.76,6281,1,23,23,0,31,43,228,138,27,FALSE,yes,no,no,yes
17,5,4,2,120,620.4,0.04,23.47,26.43,14561,0.21,809,1,10,4,0,19,17,78,42,9,FALSE,no,no,no,no
17,5,4,2,120,620.4,0.04,23.47,26.43,14561,0.21,809,1,10,4,0,19,17,78,42,9,FALSE,no,no,no,no
20,5,4,2,127,671.3,0.04,23.16,28.99,15545,0.22,864,1,5,3,0,20,19,83,44,9,FALSE,no,no,no,no
20,5,4,2,127,671.3,0.04,23.16,28.99,15545,0.22,864,1,5,3,0,20,19,83,44,9,FALSE,no,no,no,no
30,9,9,2,405,2183.9,0.01,76.87,28.41,167872,0.73,9326,1,12,6,0,23,19,278,127,17,FALSE,no,no,no,no
45,15,15,2,581,3190.8,0.01,95.66,33.36,305226,1.06,16957,1,16,9,0,23,22,398,183,29,FALSE,yes,yes,no,no
20,6,6,2,241,1299.6,0.02,46,28.25,59779,0.43,3321,1,6,7,0,23,19,165,76,11,FALSE,no,no,no,no
41,10,7,2,312,1905.9,0.03,38.79,49.14,73924,0.64,4107,3,8,6,0,29,40,205,107,19,FALSE,no,no,no,no
25,8,8,1,228,1252.1,0.04,27.04,46.31,33856,0.42,1881,0,8,5,0,19,26,154,74,15,FALSE,no,no,no,no
22,5,1,2,114,602.5,0.05,22.11,27.26,13319,0.2,740,10,22,6,0,20,19,72,42,9,FALSE,no,no,no,no
41,4,1,4,247,1453,0.04,23.68,61.36,34405,0.48,1911,0,21,15,0,17,42,130,117,7,FALSE,no,no,no,no
48,6,5,4,279,1758.8,0.04,24.77,71.01,43562,0.59,2420,25,13,40,0,25,54,172,107,11,FALSE,no,no,no,no
24,9,1,8,74,355.7,0.09,11.65,30.54,4143,0.12,230,0,0,9,0,11,17,38,36,17,FALSE,no,no,no,no
25,4,1,3,97,480.6,0.04,22.46,21.39,10795,0.16,600,0,15,16,0,17,14,60,37,7,FALSE,no,no,no,no
176,23,15,17,696,5219.9,0.03,37.2,140.31,194195,1.74,10789,6,100,82,0,38,143,416,280,43,FALSE,yes,yes,yes,yes
10,2,1,2,21,75.3,0.14,7,10.75,527,0.03,29,0,0,1,0,8,4,14,7,3,FALSE,no,no,no,no
66,9,4,7,342,2203.5,0.03,28.98,76.03,63865,0.73,3548,5,26,34,0,26,61,206,136,17,FALSE,no,no,no,yes
32,4,1,3,130,744.6,0.06,16.36,45.51,12185,0.25,677,9,31,22,0,20,33,76,54,7,FALSE,no,no,no,no
18,2,1,2,70,364.7,0.1,10.29,35.45,3751,0.12,208,0,12,9,0,16,21,43,27,3,FALSE,no,no,no,no
3,1,1,1,7,19.7,0.5,2,9.83,39,0.01,2,0,0,2,0,4,3,4,3,1,FALSE,no,no,no,no
14,3,3,2,46,218.7,0.07,13.82,15.83,3022,0.07,168,3,4,12,0,16,11,27,19,5,FALSE,no,no,no,no
29,4,3,3,133,768.9,0.05,19.35,39.73,14882,0.26,827,4,21,14,0,24,31,83,50,7,FALSE,no,no,no,no
104,18,13,7,372,2415,0.02,41.38,58.36,99930,0.8,5552,5,70,38,0,32,58,222,150,35,FALSE,yes,no,no,yes
68,12,5,7,187,1130.3,0.05,21.71,52.05,24544,0.38,1364,4,58,39,0,24,42,111,76,23,FALSE,yes,no,no,yes
7,1,1,1,7,18.1,0.5,2,9.05,36,0.01,2,1,0,2,0,4,2,5,2,1,FALSE,no,no,no,no
21,4,1,4,104,567.8,0.06,17.86,31.79,10141,0.19,563,4,16,19,0,19,25,57,47,7,FALSE,no,no,no,no
10,2,1,1,24,103.7,0.2,5,20.75,519,0.03,29,0,0,1,0,10,10,14,10,3,FALSE,no,no,no,no
19,3,1,3,74,366.6,0.1,9.75,37.6,3574,0.12,199,9,7,13,0,13,18,47,27,5,FALSE,no,no,no,no
7,1,1,1,11,34.9,0.29,3.5,9.96,122,0.01,7,0,0,0,0,7,2,9,2,1,FALSE,no,no,no,no
8,1,1,1,11,36.5,0.29,3.5,10.44,128,0.01,7,0,0,0,0,7,3,8,3,1,FALSE,no,no,no,no
8,1,1,1,11,36.5,0.33,3,12.18,110,0.01,6,0,0,0,0,6,4,7,4,1,FALSE,no,no,no,no
8,1,1,1,11,36.5,0.33,3,12.18,110,0.01,6,0,0,0,0,6,4,7,4,1,FALSE,no,no,no,no
19,2,1,1,57,261.3,0.09,10.58,24.71,2764,0.09,154,0,0,3,0,11,13,32,25,3,FALSE,no,no,no,no
10,2,1,1,23,87.6,0.19,5.4,16.21,473,0.03,26,1,6,6,0,9,5,17,6,3,FALSE,no,no,no,no
11,1,1,1,42,155.4,0.16,6.25,24.87,971,0.05,54,0,1,3,0,5,8,22,20,1,FALSE,no,no,no,no
9,1,1,1,18,68.5,0.2,5,13.71,343,0.02,19,0,0,1,0,10,4,14,4,1,FALSE,no,no,no,no
7,1,1,1,10,33.2,0.33,3,11.07,100,0.01,6,0,0,0,0,6,4,6,4,1,FALSE,no,no,no,no
8,1,1,1,46,191.8,0.14,7,27.4,1343,0.06,75,0,1,2,0,9,9,32,14,1,FALSE,no,no,no,no
15,2,1,1,42,178.4,0.1,9.63,18.54,1717,0.06,95,0,0,3,0,11,8,28,14,3,FALSE,no,no,no,no
10,2,1,2,39,171.3,0.09,10.56,16.21,1809,0.06,101,4,15,6,0,13,8,26,13,3,FALSE,no,no,no,no
6,1,1,1,9,27,0.33,3,9,81,0.01,5,0,0,0,0,6,2,7,2,1,FALSE,no,no,no,no
44,6,1,6,152,886.6,0.05,18.91,46.89,16765,0.3,931,1,16,12,0,24,33,100,52,11,FALSE,no,no,no,no
8,1,1,1,34,139,0.16,6.19,22.46,860,0.05,48,0,2,6,0,9,8,23,11,1,FALSE,no,no,no,no
15,2,1,1,62,294.8,0.15,6.87,42.88,2027,0.1,113,0,0,0,0,11,16,42,20,3,FALSE,no,no,no,no
7,1,1,1,30,122.6,0.18,5.63,21.8,690,0.04,38,0,0,0,0,9,8,20,10,1,FALSE,no,no,no,no
6,1,1,1,26,101.6,0.17,6,16.93,609,0.03,34,0,0,1,0,9,6,18,8,1,FALSE,no,no,no,no
15,3,1,3,36,147.2,0.06,18,8.17,2649,0.05,147,0,0,3,0,12,5,21,15,5,FALSE,no,no,no,no
70,13,7,9,355,2263.1,0.04,27.86,81.22,63061,0.75,3503,6,15,25,0,24,59,218,137,25,FALSE,yes,no,no,yes
24,4,1,4,91,466.8,0.06,16.94,27.55,7908,0.16,439,3,2,5,0,18,17,59,32,7,FALSE,no,no,no,no
6,1,1,1,21,84,0.17,5.79,14.52,486,0.03,27,3,2,5,0,9,7,12,9,1,FALSE,no,no,no,no
12,3,1,2,106,525.1,0.06,18.12,28.99,9514,0.18,529,7,9,15,0,14,17,62,44,5,FALSE,no,no,no,no
5,1,1,1,7,19.7,0.5,2,9.83,39,0.01,2,2,1,3,0,4,3,4,3,1,FALSE,no,no,no,no
8,1,1,1,45,187.7,0.09,10.63,17.66,1994,0.06,111,4,2,5,0,10,8,28,17,1,FALSE,no,no,no,no
9,2,1,1,43,185.8,0.07,13.5,13.77,2509,0.06,139,2,2,6,0,12,8,25,18,3,FALSE,no,no,no,no
9,2,1,1,53,232.8,0.06,17.06,13.64,3972,0.08,221,2,2,5,0,13,8,32,21,3,FALSE,no,no,no,no
19,4,1,4,134,731.6,0.05,18.29,40.01,13377,0.24,743,3,0,4,0,16,28,70,64,7,FALSE,no,no,no,no
6,1,1,1,13,43.2,0.33,3,14.4,130,0.01,7,3,2,5,0,5,5,7,6,1,FALSE,no,no,no,no
25,6,1,6,182,1005.3,0.04,23.73,42.36,23859,0.34,1325,3,0,4,0,16,30,93,89,11,FALSE,no,no,no,no
19,3,1,3,72,360,0.1,10.11,35.6,3640,0.12,202,1,9,14,0,14,18,46,26,5,FALSE,no,no,no,no
76,16,10,11,526,3670.1,0.03,33.87,108.35,124313,1.22,6906,28,17,35,0,32,94,327,199,31,FALSE,yes,no,yes,yes
35,5,1,5,191,1114.1,0.1,10.11,110.24,11259,0.37,626,1,0,1,0,10,47,96,95,9,FALSE,no,no,no,no
8,3,1,2,43,188.9,0.09,10.67,17.71,2015,0.06,112,7,2,6,0,12,9,27,16,5,FALSE,no,no,no,no
14,1,1,1,49,196,0.36,2.77,70.78,543,0.07,30,0,0,0,0,3,13,25,24,1,FALSE,no,no,no,no
7,1,1,1,27,102.8,0.13,8,12.85,822,0.03,46,2,1,3,0,8,6,15,12,1,FALSE,no,no,no,no
27,5,1,4,159,888,0.05,20.7,42.9,18382,0.3,1021,8,19,17,0,23,25,114,45,9,FALSE,no,no,no,no
20,3,1,2,205,1138.7,0.03,30.2,37.71,34384,0.38,1910,10,7,16,0,19,28,116,89,5,FALSE,no,no,no,no
27,6,1,2,279,1627.4,0.03,33.51,48.56,54539,0.54,3030,14,5,11,0,20,37,155,124,11,FALSE,no,no,no,no
25,5,1,4,100,552.4,0.05,20.16,27.4,11136,0.18,619,2,0,5,0,21,25,52,48,9,FALSE,no,no,no,no
423,96,27,63,2075,17124.3,0.01,125.8,136.16,2153691,5.71,119650,80,165,81,0,72,233,1261,814,162,FALSE,yes,yes,yes,yes
30,5,1,5,189,1061.2,0.07,13.61,78,14438,0.35,802,1,0,2,0,11,38,95,94,9,FALSE,no,no,no,no
10,4,1,3,28,109.4,0.18,5.69,19.23,622,0.04,35,2,2,20,0,7,8,15,13,7,FALSE,no,no,no,no
49,16,10,3,399,2602.9,0.03,31.06,83.81,80843,0.87,4491,35,12,115,0,24,68,223,176,31,FALSE,yes,no,no,no
85,32,12,10,589,4032,0.02,51.47,78.34,207526,1.34,11529,53,27,156,0,32,83,322,267,63,FALSE,yes,no,yes,yes
8,7,1,1,74,347.8,0.06,16.32,21.3,5681,0.12,316,15,2,10,0,14,12,46,28,13,FALSE,no,no,no,no
50,15,9,1,219,1282.9,0.04,25.26,50.79,32402,0.43,1800,19,53,17,0,21,37,130,89,29,FALSE,yes,no,no,no
165,29,27,22,1118,8593.5,0.02,42.76,200.98,367447,2.86,20414,61,32,48,0,32,174,653,465,57,FALSE,yes,yes,yes,yes
17,2,1,2,103,505.4,0.11,9.27,54.5,4687,0.17,260,1,0,1,0,8,22,52,51,3,FALSE,no,no,no,no
15,4,1,4,55,267.2,0.08,13.07,20.45,3491,0.09,194,1,0,1,0,14,15,27,28,7,FALSE,no,no,no,no
61,11,7,10,259,1571.1,0.05,18.72,83.91,29417,0.52,1634,6,8,17,0,20,47,171,88,21,FALSE,yes,no,yes,yes
63,12,3,10,493,3343.2,0.02,40.22,83.12,134469,1.11,7471,30,18,74,0,31,79,288,205,23,FALSE,yes,no,yes,yes
16,3,1,3,82,427.2,0.07,15.16,28.18,6475,0.14,360,8,4,33,0,18,19,50,32,5,FALSE,no,no,no,no
49,13,1,13,132,773.3,0.05,21.53,35.91,16649,0.26,925,1,0,1,0,26,32,79,53,16,FALSE,yes,no,yes,no
52,14,1,14,142,842.2,0.04,23.03,36.57,19395,0.28,1077,1,0,1,0,27,34,84,58,18,FALSE,yes,no,yes,yes
42,7,1,7,263,1633.1,0.1,10.16,160.8,16586,0.54,921,1,0,4,0,10,64,133,130,13,FALSE,no,no,no,no
62,13,9,10,271,1655.4,0.05,20.34,81.37,33677,0.55,1871,5,8,16,0,21,48,178,93,25,FALSE,yes,no,yes,yes
65,13,3,10,520,3559.7,0.02,43.66,81.52,155431,1.19,8635,30,19,40,0,33,82,303,217,25,FALSE,yes,no,yes,yes
75,17,9,11,471,3235.9,0.03,38.3,84.48,123948,1.08,6886,25,15,77,0,33,84,276,195,33,FALSE,yes,no,yes,yes
8,2,1,1,14,48.4,0.23,4.38,11.07,212,0.02,12,0,10,4,0,7,4,9,5,3,FALSE,no,no,no,no
8,2,1,1,25,106.2,0.16,6.19,17.16,657,0.04,37,0,5,3,0,11,8,16,9,3,FALSE,no,no,no,no
3,1,1,1,5,11.6,0.5,2,5.8,23,0,1,0,0,1,0,4,1,4,1,1,FALSE,no,no,no,no
4,1,1,1,7,16.3,0.67,1.5,10.84,24,0.01,1,0,0,0,0,3,2,5,2,1,FALSE,no,no,no,no
15,4,3,1,52,250,0.07,14.68,17.03,3670,0.08,204,2,14,8,0,17,11,33,19,7,FALSE,no,no,no,no
8,2,1,1,14,48.4,0.23,4.38,11.07,212,0.02,12,0,10,4,0,7,4,9,5,3,FALSE,no,no,no,no
9,2,1,2,26,108.4,0.18,5.5,19.71,596,0.04,33,0,2,3,0,9,9,15,11,3,FALSE,no,no,no,no
13,3,1,2,66,313.8,0.07,13.93,22.53,4371,0.1,243,4,19,13,0,13,14,36,30,5,FALSE,no,no,no,no
3,1,1,1,5,11.6,0.5,2,5.8,23,0,1,0,0,1,0,4,1,4,1,1,FALSE,no,no,no,no
4,1,1,1,7,16.3,0.67,1.5,10.84,24,0.01,1,0,0,0,0,3,2,5,2,1,FALSE,no,no,no,no
6,1,1,1,17,64.7,0.22,4.5,14.38,291,0.02,16,1,7,5,0,9,5,12,5,1,FALSE,no,no,no,no
6,1,1,1,16,59.2,0.25,4,14.8,237,0.02,13,1,7,5,0,8,5,11,5,1,FALSE,no,no,no,no
15,2,1,1,40,183.4,0.09,10.64,17.24,1951,0.06,108,0,7,7,0,13,11,22,18,3,FALSE,no,no,no,no
9,1,1,1,21,84,0.19,5.14,16.32,432,0.03,24,0,3,5,0,9,7,13,8,1,FALSE,no,no,no,no
9,1,1,1,21,84,0.19,5.14,16.32,432,0.03,24,0,3,5,0,9,7,13,8,1,FALSE,no,no,no,no
20,1,1,1,120,629.8,0.06,16,39.36,10076,0.21,560,1,19,16,0,16,22,76,44,1,FALSE,no,no,no,no
7,1,1,1,13,43.2,0.4,2.5,17.27,108,0.01,6,2,2,3,0,5,5,8,5,1,FALSE,no,no,no,no
3,1,1,1,22,86,0.2,5,17.19,430,0.03,24,1,0,3,0,10,5,17,5,1,FALSE,no,no,no,no
3,1,1,1,21,80,0.22,4.5,17.77,360,0.03,20,1,0,3,0,9,5,16,5,1,FALSE,no,no,no,no
6,2,1,2,27,112.6,0.16,6.29,17.91,708,0.04,39,2,6,4,0,11,7,19,8,3,FALSE,no,no,no,no
7,1,1,1,13,43.2,0.4,2.5,17.27,108,0.01,6,2,2,3,0,5,5,8,5,1,FALSE,no,no,no,no
3,1,1,1,22,86,0.2,5,17.19,430,0.03,24,1,0,3,0,10,5,17,5,1,FALSE,no,no,no,no
3,1,1,1,21,80,0.22,4.5,17.77,360,0.03,20,1,0,3,0,9,5,16,5,1,FALSE,no,no,no,no
6,2,1,2,27,112.6,0.16,6.29,17.91,708,0.04,39,2,6,4,0,11,7,19,8,3,FALSE,no,no,no,no
2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,FALSE,no,no,no,no
2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,FALSE,no,no,no,no
3,1,1,1,1,0,0,0,0,0,0,0,0,12,8,0,1,0,1,0,1,FALSE,no,no,no,no
4,1,1,1,5,11.6,0.5,2,5.8,23,0,1,2,0,3,0,4,1,4,1,1,FALSE,no,no,no,no
9,2,1,1,15,51.9,0.23,4.38,11.86,227,0.02,13,0,8,2,0,7,4,10,5,3,FALSE,no,no,no,no
16,1,1,1,88,408.7,0.07,15.32,26.67,6261,0.14,348,0,4,7,0,11,14,49,39,1,FALSE,no,no,no,no
5,1,1,1,5,11.6,0.67,1.5,7.74,17,0,1,1,1,2,0,3,2,3,2,1,FALSE,no,no,no,no
4,1,1,1,15,47.6,0.27,3.75,12.68,178,0.02,10,3,1,1,0,5,4,9,6,1,FALSE,no,no,no,no
5,1,1,1,27,105.5,0.16,6.29,16.78,663,0.04,37,4,5,2,0,8,7,16,11,1,FALSE,no,no,no,no
9,2,1,1,39,171.3,0.1,10,17.13,1713,0.06,95,2,5,3,0,12,9,24,15,3,FALSE,no,no,no,no
18,3,1,1,47,215.5,0.12,8.03,26.81,1732,0.07,96,4,0,2,0,11,13,28,19,4,FALSE,no,no,no,no
38,10,4,4,142,835.3,0.04,26.1,32,21802,0.28,1211,4,33,27,0,29,30,88,54,13,FALSE,no,no,no,no
14,6,5,1,59,277.3,0.06,17.6,15.76,4881,0.09,271,2,2,6,0,16,10,37,22,11,FALSE,no,no,no,no
47,13,3,2,150,863.2,0.04,27.86,30.99,24047,0.29,1336,7,14,20,0,26,28,90,60,21,FALSE,yes,no,no,no
11,2,1,1,29,125.3,0.16,6.11,20.51,766,0.04,43,0,1,4,0,11,9,19,10,3,FALSE,no,no,no,no
11,2,1,1,28,121,0.16,6.11,19.8,740,0.04,41,0,2,5,0,11,9,18,10,3,FALSE,no,no,no,no
11,2,1,1,32,142.7,0.1,9.63,14.83,1374,0.05,76,1,2,3,0,14,8,21,11,3,FALSE,no,no,no,no
21,4,4,4,96,492.4,0.1,10.5,46.9,5170,0.16,287,3,7,7,0,15,20,68,28,7,FALSE,no,no,no,no
23,4,4,4,96,492.4,0.1,10.5,46.9,5170,0.16,287,1,5,7,0,15,20,68,28,7,FALSE,no,no,no,no
13,3,1,3,49,240.4,0.14,7.26,33.1,1747,0.08,97,0,0,0,0,13,17,30,19,5,FALSE,no,no,no,no
21,3,1,3,72,377.9,0.09,10.93,34.57,4129,0.13,229,0,0,0,0,17,21,45,27,5,FALSE,no,no,no,no
21,3,1,3,72,380.6,0.1,10.43,36.48,3970,0.13,221,0,0,0,0,17,22,45,27,5,FALSE,no,no,no,no
